ID,livingSpaceIcon.svg,propertyAreaIcon.svg,descripcion,zona,localizacion,precio,bedroomIcon.svg,bathroomIcon.svg
W-02R29O,185 ㎡,164 ㎡,Gran casa de pueblo con terraza y patio,Norte,Pollensa,850.000 EUR,3,2
W-02QMUM,618 ㎡,1.510 ㎡,Lujosa y espaciosa casa con vistas panorámicas,Norte,Puerto Pollensa,3.500.000 EUR,5,5
W-02N2YB,800 ㎡,"8,2 ㏊",Maravillosa y carismática finca en Pollensa con licencia ETV,Norte,Pollensa,A Consultar,11,9
W-01ZL7P,430 ㎡,"1,58 ㏊",Magnifica casa de campo a minutos de Pollensa,Norte,Pollensa,3.800.000 EUR,4,4
W-02RK6C,572 ㎡,985 ㎡,Fabulosa villa frente al mar,Norte,Puerto Alcudia,4.990.000 EUR,6,5
W-02A45B,,1.295 ㎡,Solar con parciales vistas al mar cerca de la playa,Suroeste,Palmanova,870.000 EUR,,
W-02PTPR,435 ㎡,1.004 ㎡,Amplia villa mediterránea con vistas al mar,Suroeste,Bendinat,3.950.000 EUR,5,4
W-02PMWK,80 ㎡,,Ático dúplex reformado,Palma,Santa Catalina,695.000 EUR,2,2
W-02Q09A,,1.600 ㎡,Solar edificable con orientación suroeste y proyecto,Suroeste,Cala Vinyes,995.000 EUR,,
W-02RWPA,129 ㎡,,Proyecto de reforma con licencia,Palma,Palma Catedral - Casco Antiguo,1.190.000 EUR,3,3
W-02R9VH,555 ㎡,1.400 ㎡,Preciosa casa en Cala Blava con licencia ETV,Sur,Cala Blava,3.300.000 EUR,5,4
W-02SH6B,482 ㎡,1.045 ㎡,Lujosa Villa con vista mar en Santa Ponsa,Suroeste,Santa Ponsa,7.450.000 EUR,4,4
W-02RYJ4,340 ㎡,481 ㎡,Encantadora villa con jardín en el Terreno,Palma,El Terreno,2.950.000 EUR,4,4
W-02RWBB,187 ㎡,,Ático único con vistas al mar en Bonanova,Palma,La Bonanova,1.950.000 EUR,4,4
W-02DFPK,66 ㎡,,Exclusiva casa adosada en El Terreno,Palma,El Terreno,675.000 EUR,2,1
W-02JFW2,195 ㎡,,"Ático triplex con terraza, parking y ascensor",Palma,Palma Catedral - Casco Antiguo,2.400.000 EUR,3,3
W-02QVYY,680 ㎡,1.328 ㎡,Moderna villa de lujo con vistas al mar,Suroeste,Portals,11.450.000 EUR,7,8
W-02OXID,589 ㎡,2.393 ㎡,Impresionante villa con vistas al mar en Cas Català,Suroeste,Cas Catalá,7.700.000 EUR,6,6
W-02SWSV,,1.600 ㎡,Solar con vistas al mar y licencia de obra,Suroeste,Camp de Mar,1.600.000 EUR,,
W-02SWUE,,1.106 ㎡,Solar con vistas al mar y licencia de obra,Suroeste,Camp de Mar,1.600.000 EUR,,
W-02QPRC,125 ㎡,,Piso totalmente reformado con vistas al puerto,Palma,Paseo Marítimo,990.000 EUR,2,2
W-02S3JQ,557 ㎡,"2,33 ㏊",Casa de campo de diseño con magníficas vistas en Sineu,Central,Sineu,7.900.000 EUR,5,4
W-02R9Z9,225 ㎡,790 ㎡,Casa en zona tranquila con piscina y garaje,Norte,Campanet,1.180.000 EUR,4,3
W-02S5FV,128 ㎡,,Can Julià: Ático de obra nueva con piscina privada en la azotea y vistas al mar,Palma,San Agustin,2.600.000 EUR,3,2
W-00AB1D,1.500 ㎡,"12,4 ㏊",Impresionante casa señorial mallorquina,Son Vida & Palma Alrededores,Esporles,26.000.000 EUR,14,14
W-02SWT4,,1.715 ㎡,Solar con vistas al mar y licencia de obra,Suroeste,Camp de Mar,1.600.000 EUR,,
W-02SRNB,,1.559 ㎡,Solar con vistas al mar y licencia de obra,Suroeste,Camp de Mar,1.700.000 EUR,,
W-02SQVS,406 ㎡,"1,42 ㏊",Autosuficiente finca de piedra natural con hermosas vistas,Sureste,Ses Salines,3.690.000 EUR,4,4
W-02PH43,990 ㎡,3.140 ㎡,Villa con casa de invitados en Son Vida,Son Vida & Palma Alrededores,Son Vida,6.850.000 EUR,6,6
W-02SV9W,,1.004 ㎡,Parcela con vistas al mar y panorámicas,Noreste,Cala Ratjada,800.000 EUR,,
W-02SC0T,,"1,81 ㏊",Magnífica parcela con licencia de obras y bellas vistas al pueblo de Campanet,Norte,Campanet,590.000 EUR,,
W-02N0AJ,74 ㎡,,Apartamento moderno con balcón y patio,Palma,Palma Catedral - Casco Antiguo,850.000 EUR,1,1
W-02N0BR,78 ㎡,,Apartamento luminoso con balcón y ascensor,Palma,Palma Catedral - Casco Antiguo,900.000 EUR,1,1
W-02RV2X,230 ㎡,"1,5 ㏊",Casa de campo bien cuidada de una sola planta,Central,Biniali,998.000 EUR,4,3
W-02S2TL,75 ㎡,,Ático elegante cerca de Palma con vistas panorámicas,Palma,Playa de Palma & Arenal,1.190.000 EUR,2,2
W-02S2TG,75 ㎡,,Apartamento con estilo cerca de Palma,Palma,Playa de Palma & Arenal,635.000 EUR,2,2
W-02S2TF,75 ㎡,,Serenidad junto al mar: apartamento modero cerca de Palma,Palma,Playa de Palma & Arenal,585.000 EUR,2,2
W-02S2TB,75 ㎡,,Proyecto de obra nueva con vistas cerca de la playa,Palma,Playa de Palma & Arenal,655.000 EUR,2,2
W-02S2T5,75 ㎡,,"Apartamento moderno junto a la playa, cerca de Palma",Palma,Playa de Palma & Arenal,595.000 EUR,2,2
W-02RUS4,402 ㎡,2.026 ㎡,Tradicional casa Mallorquina con vistas al mar,Oeste,Valldemossa,1.100.000 EUR,4,3
W-02S948,555 ㎡,"5,61 ㏊","Finca autosuficiente, moderna y mediterránea en Calvià",Suroeste,Calvià,8.980.000 EUR,4,4
W-02SLNK,78 ㎡,,Nuevo Proyecto: Ático de lujo con terraza en la azotea,Palma,Portixol & Molinar,1.225.000 EUR,1,1
W-02SLNE,78 ㎡,,Ático moderno en un nuevo proyecto de diseño,Palma,Portixol & Molinar,990.000 EUR,2,2
W-02SLMQ,78 ㎡,,Vivienda exclusiva en un edificio de nueva construcción,Palma,Portixol & Molinar,965.000 EUR,2,2
W-02SLMB,147 ㎡,,Dúplex de diseño único en proyecto de obra nueva,Palma,Portixol & Molinar,2.525.000 EUR,3,3
W-02SLM5,59 ㎡,,Piso con elementos de diseño en una nueva construcción,Palma,Portixol & Molinar,765.000 EUR,1,1
W-02SLLV,66 ㎡,,Apartamento de nueva construcción con terraza,Palma,Portixol & Molinar,740.000 EUR,1,1
W-02S58L,278 ㎡,537 ㎡,Casa de pueblo en construcción en Establiments,Son Vida & Palma Alrededores,Establiments,2.950.000 EUR,3,3
W-02SFYE,,366 ㎡,Solar urbano con proyecto en Ses Salines,Sureste,Ses Salines,295.000 EUR,,
W-02SD2D,375 ㎡,360 ㎡,Exclusiva casa de pueblo con gran jardín,Sureste,Ses Salines,3.150.000 EUR,4,4
W-02SIVN,320 ㎡,375 ㎡,Exclusiva casa de pueblo con jardín de lujo,Sureste,Ses Salines,2.950.000 EUR,4,4
W-02SGFC,240 ㎡,120 ㎡,Moderna casa de pueblo con piscina y azotea,Noreste,Artá,1.800.000 EUR,4,4
W-02R0GS,208 ㎡,173 ㎡,Bonito adosado junto al campo de golf,Suroeste,Camp de Mar,1.050.000 EUR,3,2
W-02OPFB,792 ㎡,,La mejor propiedad de lujo frente al mar en el histórico barrio de Calatrava,Palma,Palma Catedral - Casco Antiguo,22.000.000 EUR,4,6
W-02NWX2,359 ㎡,679 ㎡,Bonito amplio chalet con varias terrazas,Palma,Playa de Palma & Arenal,1.650.000 EUR,5,4
W-02QXYZ,354 ㎡,925 ㎡,Villa exclusiva con impresionantes vistas al mar en Santa Ponsa,Suroeste,Santa Ponsa,2.780.000 EUR,4,4
W-02QR9S,500 ㎡,4.000 ㎡,Casa de campo tradicional en Santa Maria,Central,Santa María,2.100.000 EUR,6,4
W-02RICY,,2.224 ㎡,Solar edificable con vistas al mar y licencia,Son Vida & Palma Alrededores,Son Vida,1.890.000 EUR,,
W-02S2BE,437 ㎡,1.001 ㎡,Verdemar: Fantástica villa de obra nueva con vistas al mar,Suroeste,Cala Vinyes,A Consultar,4,4
W-02S2B6,248 ㎡,834 ㎡,Verdemar: Villa única de nueva construcción con jardín mediterráneo y piscina,Suroeste,Cala Vinyes,A Consultar,3,3
W-02S2AU,449 ㎡,868 ㎡,Verdemar: Villa familiar de nueva construcción en la mejor ubicación a pocos pasos de la playa,Suroeste,Cala Vinyes,3.200.000 EUR,3,3
W-02S2AN,602 ㎡,991 ㎡,Verdemar: Villa familiar de obra nueva y alta calidad a sólo 15 minutos de Palma,Suroeste,Cala Vinyes,3.800.000 EUR,4,4
W-02S24B,514 ㎡,1.358 ㎡,Verdemar: Villa de obra nueva de primera clase a pocos metros de la playa,Suroeste,Cala Vinyes,A Consultar,4,4
W-02S6CJ,509 ㎡,3 ㏊,Espaciosa finca de nueva construcción cerca de la popular playa Es Trenc,Sureste,Sa Rapita,3.950.000 EUR,5,5
W-02PFJ1,990 ㎡,733 ㎡,Impresionante casa señorial en Campos,Sureste,Campos,A Consultar,6,4
W-02RWPH,160 ㎡,,Piso recién reformado cerca del catedral,Palma,Palma Catedral - Casco Antiguo,1.750.000 EUR,3,3
W-02RWML,578 ㎡,"4,31 ㏊",Impresionante propiedad con encanto en Algaida,Central,Algaida,2.750.000 EUR,4,5
W-028CNC,,1.249 ㎡,Solares urbanizables con vistas panorámicas cerca de Santa Maria,Central,Santa Eugenia,900.000 EUR,,
W-02S3TV,,695 ㎡,Parcela con vistas Impresionantes cerca de Santa Maria,Central,Santa Eugenia,450.000 EUR,,
W-02S3T7,,554 ㎡,Parcela con vistas Impresionantes cerca de Santa Maria,Central,Santa Eugenia,450.000 EUR,,
W-02OSN5,378 ㎡,275 ㎡,Moderna casa de pueblo con vistas y piscina,Central,Montuiri,1.300.000 EUR,3,3
W-02R77B,121 ㎡,110 ㎡,Modernas casas adosadas con piscina,Sureste,Ses Salines,695.000 EUR,3,2
W-02NS03,345 ㎡,4.005 ㎡,Finca de planta baja con jardín tipo parque,Central,Inca,795.000 EUR,3,2
W-00ABV5,113 ㎡,,Apartamento de lujo con jardín y vistas al mar en Bendinat,Suroeste,Bendinat,945.000 EUR,2,2
W-00ACGY,344 ㎡,477 ㎡,Casa con vistas impresionantes a la bahía de Port Sóller,Oeste,Puerto de Sóller,2.400.000 EUR,4,3
W-02HQ5B,112 ㎡,,Exclusivo apartamento en el casco antiguo de Palma,Palma,Palma Catedral - Casco Antiguo,950.000 EUR,2,2
W-02HQ5A,206 ㎡,,Precioso apartamento dúplex con balcón y bodega,Palma,Palma Catedral - Casco Antiguo,1.990.000 EUR,4,3
W-02REW0,209 ㎡,,Extravagante ático nuevo con vistas al mar,Palma,Paseo Marítimo,5.100.000 EUR,3,3
W-02BUCL,617 ㎡,2.812 ㎡,Excepcional villa en 1ª línea de mar con piscina,Sureste,Portopetro,3.200.000 EUR,5,5
W-022UUN,112 ㎡,117 ㎡,Encantadora casa de pueblo en Santanyí,Sureste,Santanyí,790.000 EUR,2,2
W-022TAO,225 ㎡,"1,5 ㏊",Moderna Finca cerca de Ses Salines,Sureste,Ses Salines,2.350.000 EUR,3,2
W-02RP2S,125 ㎡,,Para reformar: Piso en ubicación emblemática,Palma,Palma Catedral - Casco Antiguo,1.011.000 EUR,5,1
W-009XPW,464 ㎡,"2,49 ㏊",Finca de piedra natural cerca de Es Trenc,Sureste,Ses Salines,1.950.000 EUR,6,6
W-009XOV,290 ㎡,400 ㎡,Villa nueva a pie del puerto de Cala Figuera,Sureste,Cala Figuera,1.645.000 EUR,3,3
W-02QQ2O,755 ㎡,2.513 ㎡,Una espaciosa vivienda en el corazón del histórico Valldemossa,Oeste,Valldemossa,3.600.000 EUR,6,6
W-029J65,230 ㎡,"16,07 ㏊",Preciosa finca con viñedo y licencia vacacional,Central,Binissalem,4.500.000 EUR,5,5
W-02RLPL,388 ㎡,"46,9 ㏊",Casa de campo única para restaurar,Noreste,Manacor,2.700.000 EUR,,
W-02MZJO,340 ㎡,"1,68 ㏊",Finca con jardin mediterráneo y buenas vistas,Noreste,Manacor,1.275.000 EUR,6,5
W-02RHPS,266 ㎡,"1,68 ㏊",Exquisita finca rústica en Sineu,Central,Sineu,1.800.000 EUR,4,3
W-02RHPJ,241 ㎡,"1,5 ㏊",Preciosa Finca rústica en Petra,Central,Petra,1.700.000 EUR,3,2
W-02QSQV,221 ㎡,536 ㎡,Villas contemporáneas a pié de playa,Sureste,Cala Murada,1.275.000 EUR,3,3
W-02QUQD,187 ㎡,6.754 ㎡,Finca para reformar en la Vall d'en March,Norte,Pollensa,790.000 EUR,2,1
W-02JWZZ,575 ㎡,1.285 ㎡,Villa premium para las más altas exigencias,Suroeste,Port Andratx,13.700.000 EUR,5,6
W-02QE1R,,"1,78 ㏊",Terreno con proyecto en Sencelles,Central,Sencelles,296.000 EUR,,
W-02RHE4,136 ㎡,,Apartamento de nueva construcción con parking,Palma,Palma Catedral - Casco Antiguo,825.000 EUR,2,2
W-02RHB9,124 ㎡,,Moderno piso de nueva construcción con parking,Palma,Palma Catedral - Casco Antiguo,750.000 EUR,2,2
W-02RHEE,80 ㎡,,Maravilloso piso de nueva construcción,Palma,Palma Catedral - Casco Antiguo,495.000 EUR,1,1
W-02OPPN,522 ㎡,7.093 ㎡,Finca con vista al mar y arquitectura moderna,Noreste,Son Servera,4.500.000 EUR,6,6
W-02NVCK,93 ㎡,,Luminosa planta baja en una moderna promoción,Palma,Son Armadams,1.250.000 EUR,2,2
W-02ORI9,86 ㎡,,Excelente apartamento de obra nueva en Palma,Palma,Son Armadams,1.100.500 EUR,2,2
W-02R7BV,,"1,5 ㏊",Terreno con preciosas vistas a las montañas,Central,Sineu,325.000 EUR,,
W-02NMWM,700 ㎡,"3,41 ㏊",Casa de campo de lujo de nueva construcción,Central,Bunyola,8.500.000 EUR,5,6
W-02R8G1,291 ㎡,,Elegante planta noble con terraza en la azotea y ascensor,Palma,Palma Catedral - Casco Antiguo,2.595.000 EUR,4,4
W-02FA78,,"6,01 ㏊",Parcela escondida en las afueras de Costitx,Central,Costitx,355.000 EUR,,
W-02PTO5,316 ㎡,321 ㎡,Casa de pueblo para reformar en Llubi,Central,Llubí,595.000 EUR,4,2
W-02R82P,160 ㎡,,Apartamento familiar de estilo mediterráneo,Suroeste,Port Andratx,1.875.000 EUR,3,3
W-02R2OZ,,2.452 ㎡,Solar edificable con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,3.700.000 EUR,,
W-02R2OX,,2.017 ㎡,Solar edificable con vistas en Son Vida,Son Vida & Palma Alrededores,Son Vida,2.700.000 EUR,,
W-02QZT6,,2.380 ㎡,Solar edificable con vistas en Son Vida,Son Vida & Palma Alrededores,Son Vida,2.400.000 EUR,,
W-02R2OT,,2.960 ㎡,Solar edificable con vistas en Son Vida,Son Vida & Palma Alrededores,Son Vida,3.200.000 EUR,,
W-02R3U4,77 ㎡,307 ㎡,Privilegiado solar con bungalow y piscina,Palma,Portixol & Molinar,3.500.000 EUR,1,1
W-02R1J6,1.752 ㎡,4.423 ㎡,Excepcional obra maestra - con canal de natación de 50 metros y vistas al mar,Suroeste,Port Andratx,42.500.000 EUR,7,9
W-00AC5V,260 ㎡,506 ㎡,Chalet con vistas a las montañas en Alaró,Central,Alaró,975.000 EUR,3,3
W-02R3UX,,"1,75 ㏊",Solar rústico edificable en Llucmajor,Sur,Llucmajor,199.000 EUR,,
W-02R23A,365 ㎡,730 ㎡,Villa de nueva construcción cerca de Es Trenc,Sureste,Sa Rapita,1.920.000 EUR,3,2
W-02R2S0,346 ㎡,292 ㎡,Casa de pueblo con dos unidades y piscina,Noreste,Capdepera,950.000 EUR,6,7
W-02QVPA,240 ㎡,,Dúplex moderno en Port Sóller con encanto mediterráneo,Oeste,Puerto de Sóller,1.220.000 EUR,4,4
W-02P890,289 ㎡,1.459 ㎡,Villa mediterránea con acceso directo al mar y licencia ETV,Norte,Alcudia - Bonaire,9.400.000 EUR,9,5
W-024KX2,444 ㎡,3.217 ㎡,Fantástica villa con orientación al sur,Noreste,Canyamel,2.765.000 EUR,5,5
W-02QYM3,110 ㎡,137 ㎡,Acogedora casa en el centro del pueblo,Norte,Puerto Pollensa,450.000 EUR,3,2
W-02QRFG,239 ㎡,400 ㎡,Villa a estrenar cerca de la playa,Norte,Can Picafort,899.000 EUR,4,2
W-02JSKX,2.012 ㎡,6.138 ㎡,Impresionante villa de diseño neoclásico en Son Vida,Son Vida & Palma Alrededores,Son Vida,27.500.000 EUR,6,6
W-02QU9M,428 ㎡,"1,43 ㏊",Casa de piedra natural en un lugar tranquilo,Noreste,Manacor,1.950.000 EUR,6,6
W-02QNJU,608 ㎡,,Propiedad con parcela adyacente de primera incluida,Palma,Portixol & Molinar,1.250.000 EUR,14,6
W-02PI1M,497 ㎡,866 ㎡,Nueva villa con vistas al mar en Nova Santa Ponsa,Suroeste,Santa Ponsa,6.950.000 EUR,4,4
W-018SHM,,"5,17 ㏊",Gran terreno edificable en la naturaleza de Algaida,Central,Algaida,325.000 EUR,,
W-02OG1I,100 ㎡,410 ㎡,Exclusiva villa con vistas parciales al mar,Norte,Alcudia - Bonaire,1.300.000 EUR,4,3
W-02LFSZ,,"4,48 ㏊",Gran terreno en Binissalem,Central,Binissalem,450.000 EUR,,
W-02KXK4,130 ㎡,"4,48 ㏊",Gran terreno con ruina en Binissalem,Central,Binissalem,450.000 EUR,,
W-02QNQJ,127 ㎡,,RESERVADO - Vivienda de lujo con piscina,Palma,Playa de Palma & Arenal,1.397.000 EUR,4,3
W-02QNF9,125 ㎡,,Vivienda de lujo con piscina,Palma,Playa de Palma & Arenal,1.317.000 EUR,4,3
W-02QG92,512 ㎡,"1,53 ㏊",Casa de campo con producción propia de vino,Central,Sencelles,2.950.000 EUR,4,4
W-02QE9S,439 ㎡,1.194 ㎡,Elegante villa con magníficas vistas al mar,Noreste,Son Servera,2.900.000 EUR,5,4
W-01ZDFU,463 ㎡,"1,94 ㏊",Elegante finca de nueva construcción,Sureste,Santanyí,4.900.000 EUR,4,4
W-009XQS,486 ㎡,"1,67 ㏊",Propiedad con vistas al mar,Sureste,Alquería Blanca,6.300.000 EUR,5,6
W-02MRH6,498 ㎡,"1,79 ㏊",Tradicional casa señorial mallorquina,Central,Llubí,900.000 EUR,6,
W-00A4ZW,350 ㎡,"2,8 ㏊",Elegante finca con excelente situación con licencia ETV,Norte,Alcudia - Bonaire,2.600.000 EUR,5,4
W-02QFVT,300 ㎡,,Magnífica vivienda cerca de la playa,Palma,Portixol & Molinar,3.900.000 EUR,4,5
W-02QHX2,324 ㎡,459 ㎡,Casa de pueblo para renovar con gran patio,Noreste,San Lorenzo,649.000 EUR,3,4
W-009Y94,503 ㎡,"1,43 ㏊",Finca de nueva construcción con vista mar,Sureste,Cala Llombards,4.900.000 EUR,4,5
W-02PW6K,267 ㎡,871 ㎡,Villa familiar en Nova Santa Ponsa con vistas,Suroeste,Santa Ponsa,3.950.000 EUR,4,4
W-02QDNN,502 ㎡,,Impresionante residencia de lujo con vistas,Suroeste,Port Andratx,12.900.000 EUR,4,6
W-02QB57,502 ㎡,,Impresionante residencia de lujo con vistas,Suroeste,Port Andratx,12.900.000 EUR,4,6
W-02QB4S,191 ㎡,,Residencia de lujo con vistas de ensueño,Suroeste,Port Andratx,4.575.000 EUR,2,3
W-02QB4J,201 ㎡,,Residencia de lujo con vistas a Port Andratx,Suroeste,Port Andratx,4.750.000 EUR,2,3
W-02QB3P,243 ㎡,,Fantástica residencia con vistas y piscina,Suroeste,Port Andratx,3.480.000 EUR,2,3
W-02QAY2,395 ㎡,,Residencia de lujo con piscina privada,Suroeste,Port Andratx,2.795.000 EUR,2,3
W-02Q9US,210 ㎡,10.326 ㎡,Perfecta casa de campo con licencia ETV,Norte,Pollensa,1.800.000 EUR,4,3
W-02H3B4,577 ㎡,"4,01 ㏊",Finca de lujo con maravillosas vistas en Pina,Central,Pina,5.495.000 EUR,8,5
W-02Q71P,161 ㎡,116 ㎡,Tradicional casa de pueblo con garaje en Pollensa,Norte,Pollensa,690.000 EUR,5,3
W-02CLXR,212 ㎡,161 ㎡,Interesante casa en esquina para reformar,Norte,Pollensa,590.000 EUR,2,1
W-02Q4KU,509 ㎡,2.542 ㎡,Lujosa villa con fantásticas vistas al mar,Noreste,Canyamel,2.390.000 EUR,4,5
W-02FI10,673 ㎡,2.345 ㎡,Villa de diseño con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,10.900.000 EUR,6,6
W-02Q0Y0,415 ㎡,1.350 ㎡,"Moderna villa de lujo cerca de la playa, Puerto Pollensa",Norte,Puerto Pollensa,3.800.000 EUR,5,5
W-02PT8I,,"1,88 ㏊",Solar cerca de Sineu con vistas a las montañas,Central,San Juan,199.000 EUR,,
W-02OEW3,134 ㎡,126 ㎡,Moderna casa de pueblo de obra nueva con vistas,Central,Biniali,617.000 EUR,3,2
W-02Q14K,86 ㎡,,Luminosos apartamento en una moderna promoción,Palma,Son Armadams,1.050.250 EUR,2,2
W-02DMPD,585 ㎡,"6,61 ㏊",Encantadora mansión con precioso jardín,Sureste,Santanyí,5.500.000 EUR,8,8
W-02PMRP,129 ㎡,109 ㎡,Casa de pueblo con licencia vacacional,Central,Petra,695.000 EUR,3,2
W-02ONZU,481 ㎡,"2,89 ㏊","Finca histórica renovada con piscina, privacidad y encanto atemporal",Central,Inca,2.950.000 EUR,4,4
W-02PTAS,290 ㎡,487 ㎡,Chalet de nueva construcción en Port de Sóller,Oeste,Puerto de Sóller,2.700.000 EUR,3,3
W-02K62M,,840 ㎡,Solar y proyecto de construcción de una villa,Noreste,Font de Sa Cala,900.000 EUR,,
W-02LXOP,,1.034 ㎡,Solar edificable en segunda línea en Sa Torre,Sur,Sa Torre,650.000 EUR,,
W-02PR85,508 ㎡,2.184 ㎡,Moderna villa con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,4.400.000 EUR,5,5
W-02P2GB,373 ㎡,"6,18 ㏊",Espectacular finca de nueva construcción,Sur,Llucmajor,3.950.000 EUR,4,4
W-02PFQ5,,"1,4 ㏊",Parcela con proyecto de obra nueva moderna,Central,San Juan,350.000 EUR,,
W-02OUPM,1.125 ㎡,"4,72 ㏊",Finca Mallorquina del siglo XIX,Central,Lloret de Vista Alegre,3.800.000 EUR,7,6
W-02PJSP,161 ㎡,661 ㎡,Villa de ensueño cerca de la playa con licencia ETV,Norte,Playa de Muro,1.450.000 EUR,4,2
W-02P78T,354 ㎡,1.800 ㎡,Villa de estilo retromoderno con vistas,Central,Sa Coma - Bunyola,2.370.000 EUR,4,5
W-02PJ6Q,644 ㎡,2.575 ㎡,Moderna villa en una ubicación exclusiva,Noreste,Canyamel,4.900.000 EUR,5,5
W-02P2D2,745 ㎡,958 ㎡,Villa de diseño en primera línea de mar,Sur,Son Veri,A Consultar,4,4
W-02MBJZ,396 ㎡,1.223 ㎡,Villa de nueva construcción con vistas,Son Vida & Palma Alrededores,Puigpunyent & Galilea,2.750.000 EUR,4,5
W-00C2O2,691 ㎡,2.020 ㎡,Villa con vistas al mar en Son Vida Hills,Son Vida & Palma Alrededores,Son Vida,7.000.000 EUR,6,7
W-02ONCA,375 ㎡,363 ㎡,Lujosa casa de pueblo con precioso jardín y piscina,Sureste,Ses Salines,1.750.000 EUR,2,2
W-02OHIA,350 ㎡,1.479 ㎡,Villa mediterránea con vistas al mar y licencia vacacional,Suroeste,Port Andratx,9.500.000 EUR,4,5
W-02OXNE,257 ㎡,"1,98 ㏊",Chalet con magnificas vistas a Valldemossa,Oeste,Valldemossa,2.850.000 EUR,3,2
W-028US4,294 ㎡,300 ㎡,Casa de pueblo luminosa y con encanto,Sureste,Ses Salines,1.850.000 EUR,4,5
W-02P3LP,216 ㎡,"1,47 ㏊",Auténtica finca entre Arta y San Lorenzo,Noreste,San Lorenzo,735.000 EUR,4,2
W-00AC4N,222 ㎡,185 ㎡,Casa de pueblo con licencia de alquiler,Central,Sineu,1.180.000 EUR,3,2
W-0227LQ,455 ㎡,"3,5 ㏊",Propiedad única con vistas panorámicas y al mar,Sureste,Santanyí,7.450.000 EUR,5,4
W-02OPX9,585 ㎡,5.863 ㎡,Exclusiva finca con vistas al puerto,Suroeste,Port Andratx,10.500.000 EUR,8,6
W-02OWNA,157 ㎡,294 ㎡,Interesante casa con mucho potencial,Oeste,Puerto de Sóller,2.900.000 EUR,7,
W-00AC49,494 ㎡,"1,73 ㏊",Hermosa casa de campo con licencia de ETV,Central,Inca,5.400.000 EUR,3,4
W-02KT7B,1.495 ㎡,"5,34 ㏊",Finca con vistas sobre Palma y las montañas,Central,Marratxi,2.500.000 EUR,10,6
W-02ORGE,72 ㎡,,Ático obra nueva en moderno complejo residencial,Palma,Son Armadams,1.420.250 EUR,2,2
W-02ON33,153 ㎡,387 ㎡,Casa unifamiliar de piedra natural en Deià,Oeste,Deià,1.450.000 EUR,4,2
W-009XQM,270 ㎡,"2,26 ㏊",Elegante finca nueva a las afueras de Santanyí,Sureste,Santanyí,2.675.000 EUR,4,4
W-02JUZ0,409 ㎡,,Espectacular casa de primera clase con jardín y piscina,Palma,Portixol & Molinar,3.450.000 EUR,5,4
W-02ON38,165 ㎡,,Cormorant Palma - Planta baja de primera clase con vistas al mar,Palma,La Bonanova,2.390.000 EUR,3,2
W-02OKRQ,357 ㎡,2.070 ㎡,Moderno proyecto de sueño en zona residencial,Central,Portol,2.000.000 EUR,5,5
W-00DMQG,706 ㎡,"1,31 ㏊",Finca con licencia vacacional,Central,Inca,3.500.000 EUR,8,7
W-020O1V,415 ㎡,"123,92 ㏊",Finca para reformar en Llucmajor,Sur,Llucmajor,8.500.000 EUR,5,1
W-02NUG0,,1.705 ㎡,Solar para construir a poca distancia del puerto,Suroeste,Port Andratx,1.000.000 EUR,,
W-02O18W,709 ㎡,1.057 ㎡,Espectacular villa de nueva construcción con vistas al mar,Suroeste,Port Andratx,12.900.000 EUR,6,6
W-02OF7T,,"1,4 ㏊",Parcela rústica entre Artá y Canyamel,Noreste,Capdepera,380.000 EUR,,
W-02EEPP,392 ㎡,634 ㎡,Perfecta villa con piscina y garaje en Bonaire,Norte,Alcudia - Bonaire,1.200.000 EUR,5,3
W-02B1QD,218 ㎡,"1,48 ㏊",Moderna finca rodeada de naturaleza en Montuiri,Central,Montuiri,2.390.000 EUR,2,3
W-02NY7R,326 ㎡,632 ㎡,Casa de pueblo con licencia vacacional en Bunyola,Central,Bunyola,1.190.000 EUR,4,1
W-02HDL1,596 ㎡,"1,5 ㏊",Exclusiva finca para las más altas expectativas,Central,Alaró,5.500.000 EUR,5,5
