ID,livingSpaceIcon.svg,propertyAreaIcon.svg,descripcion,zona,localizacion,precio,bedroomIcon.svg,bathroomIcon.svg
W-02ZLJI,362 ㎡,"2,3 ㏊",Un retiro contemporáneo cerca de la serra de Tramuntana,Central,Bunyola,5.750.000 EUR,4,4
W-02ZGPZ,838 ㎡,1.022 ㎡,"""VUE DU ClEL"" Una promesa arquitectónica: lujo, luz y localización en Cala Llamp",Suroeste,Port Andratx,7.900.000 EUR,5,5
W-02ZHB1,105 ㎡,,Bungalow con vistas al mar en un codiciado complejo residencial en Sa Rápita,Sureste,Sa Rapita,875.000 EUR,3,3
W-02ZKVI,238 ㎡,"1,62 ㏊",Chalet rústico de nueva construcción a poca distancia del pueblo y de la playa,Noreste,Capdepera,4.000.000 EUR,3,4
W-02WWFR,1.390 ㎡,"184,74 ㏊",Autentica posesión mallorquina en Llucmajor,Sur,Llucmajor,7.000.000 EUR,6,2
W-02M8BH,612 ㎡,1.403 ㎡,Villa de diseño con fantásticas vistas al mar,Noreste,Costa de Los Pinos,4.500.000 EUR,8,7
W-02K7EC,1.500 ㎡,4.250 ㎡,Excepcional villa con Vistas al Mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,21.000.000 EUR,8,8
W-02R7YR,,"1,78 ㏊",Oportunidad única en San Juan – Solar con proyecto y licencia para construir,Central,San Juan,249.000 EUR,,
W-02ZKSG,134 ㎡,661 ㎡,Villa para reformar en primera linea de mar,Sur,Cala Pi,2.400.000 EUR,3,2
W-02IQBW,171 ㎡,65 ㎡,Casa de Pueblo en Construcción en Sóller,Oeste,Sóller,780.000 EUR,3,2
W-02TF55,353 ㎡,7.030 ㎡,Auténtica casa de campo con vistas panorámicas en Inca,Central,Inca,1.290.000 EUR,4,3
W-02ZI7T,176 ㎡,1.460 ㎡,Villa mediterránea con potencial en la mejor ubicación de Camp de Mar,Suroeste,Camp de Mar,2.900.000 EUR,5,5
W-02XZ6M,216 ㎡,,Extraordinario ático de nueva construcción en el centro de Palma,Palma,Santa Catalina,1.750.000 EUR,3,2
W-02MTQY,295 ㎡,5.197 ㎡,Impresionante casa de campo a poca distancia de Pollensa y la costa,Norte,Pollensa,2.500.000 EUR,5,5
W-02YGVP,,"2,32 ㏊","Exclusiva parcela con proyecto de construcción aprobado en Bunyola, cerca de la Serra de Tramuntana",Central,Bunyola,2.300.000 EUR,,
W-02ZGF5,295 ㎡,374 ㎡,Lujosa casa mediterránea de ensueño,Suroeste,Cas Catalá,2.550.000 EUR,3,3
W-02RBJ1,402 ㎡,1.156 ㎡,Estupenda villa de nueva construcción en Nova Santa Ponsa,Suroeste,Santa Ponsa,5.450.000 EUR,4,5
W-02F7JJ,686 ㎡,"2,34 ㏊",Villa moderna de nueva construcción con vistas de 360°: propiedad exclusiva cerca de Palma,Central,Bunyola,14.500.000 EUR,6,6
W-02ZJ56,544 ㎡,887 ㎡,Exclusiva propiedad costera en Canyamel,Noreste,Canyamel,4.500.000 EUR,5,6
W-02ZED6,146 ㎡,"1,49 ㏊",Finca renovada y con vistas de ensueño,Sur,Llucmajor,795.000 EUR,3,2
W-02NRZ2,47 ㎡,,Encantador Piso en Icónico Edificio en Paseo Marítimo,Palma,Paseo Marítimo,435.000 EUR,1,1
W-02I8J1,339 ㎡,"1,68 ㏊",Finca con encanto rural – cerca de la playa de Es Trenc,Sureste,Campos,2.150.000 EUR,5,6
W-02Z7MQ,84 ㎡,,Exclusivo bajo reformado con gran patio y altas calidades,Palma,Es Forti,695.000 EUR,2,2
W-02SWZ6,356 ㎡,1.235 ㎡,Nueva villa en 1ª línea con acceso al mar,Noreste,Port Verd,6.250.000 EUR,4,4
W-02ZH59,154 ㎡,202 ㎡,Encantadora casa de pueblo en el corazón de S'Arraco,Suroeste,S'Arraco,945.000 EUR,3,2
W-02MFQC,166 ㎡,162 ㎡,Chalet entre medianeras de obra nueva en Alaró,Central,Alaró,1.050.000 EUR,3,3
W-02ZAQN,151 ㎡,,Exclusivo piso de nueva construcción en la mejor zona de Port Sóller,Oeste,Puerto de Sóller,1.590.000 EUR,3,2
W-02R3K8,294 ㎡,410 ㎡,Villa moderna en primera linea del mar,Noreste,Porto Cristo,4.300.000 EUR,3,3
W-029GLQ,606 ㎡,"2,33 ㏊",Amplia finca familiar al estilo Hacienda,Sur,Llucmajor,2.000.000 EUR,6,5
W-02Q2WG,,"1,43 ㏊",Precioso terreno con vistas en Portol,Central,Portol,1.190.000 EUR,,
W-02YV6Q,285 ㎡,1.027 ㎡,Exclusiva casa de pueblo con vistas panorámicas a Esporles,Son Vida & Palma Alrededores,Esporles,1.250.000 EUR,4,3
W-02ZDXN,343 ㎡,1.047 ㎡,Finca Mediterránea de Lujo con Licencia de Alquiler Vacacional,Son Vida & Palma Alrededores,Puigpunyent & Galilea,1.700.000 EUR,4,4
W-02W3VX,251 ㎡,5.909 ㎡,Finca histórica con dos viviendas,Noreste,Son Servera,1.350.000 EUR,6,2
W-02ZAEK,,"2,18 ㏊","Dos solares en venta en Sa Pobla, Mallorca – Vistas panorámicas a la montaña y al pueblo",Norte,Sa Pobla,197.000 EUR,,
W-02UV9A,443 ㎡,1.467 ㎡,Elegante villa frente al campo de golf,Noreste,Costa de Los Pinos,3.300.000 EUR,3,4
W-02WW60,319 ㎡,7.521 ㎡,Exclusiva finca en el punto más alto de Galilea,Son Vida & Palma Alrededores,Puigpunyent & Galilea,2.500.000 EUR,4,4
W-02VRLV,240 ㎡,"2,3 ㏊",Casa de campo en medio de un hermoso paisaje,Noreste,Artá,890.000 EUR,3,3
W-02Z02M,174 ㎡,,Impresionante apartamento en primera línea en Cala Vinyes,Suroeste,Cala Vinyes,1.295.000 EUR,5,3
W-02Y8KL,,7.500 ㎡,Terreno con proyecto y licencia en Excelente Ubicación,Central,Puntiró,890.000 EUR,,
W-02Z5MW,584 ㎡,7.500 ㎡,Exclusiva Villa de Obra Nueva en Excelente Ubicación,Central,Puntiró,5.950.000 EUR,4,4
W-02ZEIP,57 ㎡,,Planta baja en proyecto de obra nueva con vistas cerca de la playa,Palma,Playa de Palma & Arenal,399.000 EUR,1,1
W-02Z6TI,235 ㎡,3.110 ㎡,Villa en zona costera con acceso privado a la playa,Noreste,Canyamel,A Consultar,5,3
W-02ZCHN,439 ㎡,"2,11 ㏊",Preciosa finca renovada con establos en Marratxi,Central,Marratxi,3.250.000 EUR,4,4
W-02WEX2,410 ㎡,1.400 ㎡,Villa de una sola planta con un encantador jardín,Suroeste,Santa Ponsa,2.800.000 EUR,4,5
W-02Z3BV,144 ㎡,91 ㎡,Encantadora casita de pueblo en el corazón de Pollensa con buen espacio exterior,Norte,Pollensa,689.000 EUR,3,3
W-02Z89U,443 ㎡,"1,51 ㏊",Finca mediterránea única con licencia ETV,Sur,Llucmajor,2.400.000 EUR,6,7
W-02YJ6S,126 ㎡,,Piso de diseño en una conocida zona peatonal,Palma,Palma Catedral - Casco Antiguo,985.000 EUR,2,2
W-02ZDID,119 ㎡,80 ㎡,Encantadora casa de pueblo en Son Servera - la tradición se une a la modernidad,Noreste,Son Servera,675.000 EUR,2,2
W-02ZCIV,123 ㎡,93 ㎡,Encantadora casa de pueblo en Son Servera - la tradición se une a la modernidad,Noreste,Son Servera,675.000 EUR,2,2
W-02PS9E,172 ㎡,,Piso reformado con balcón y ascensor,Palma,Palma Catedral - Casco Antiguo,1.195.000 EUR,3,2
W-02Z77S,403 ㎡,2.006 ㎡,"Exclusiva villa en Son Gual con piscina, jardín y vistas al mar",Central,Son Gual,2.640.000 EUR,4,3
W-02K3GZ,342 ㎡,1.249 ㎡,Moderna villa mediterránea con vistas al mar en una ubicación popular,Suroeste,Santa Ponsa,4.950.000 EUR,5,4
W-02YSTI,250 ㎡,,"Apartamento renovado con terraza, ascensor y plaza de aparcamiento",Palma,Palma Catedral - Casco Antiguo,1.895.000 EUR,4,4
W-02ZBZP,200 ㎡,232 ㎡,Casa de pueblo con gran patio en el corazón de Son Servera,Noreste,Son Servera,1.090.000 EUR,4,3
W-02YRKV,152 ㎡,,"Elegancia y confort, luminoso piso en Santa Catalina",Palma,Santa Catalina,850.000 EUR,2,2
W-02Z4E6,,"1,71 ㏊",Fantástica parcela rústica a solo 10 minutos de la playa,Norte,Muro,240.000 EUR,,
W-02X0ES,270 ㎡,470 ㎡,"Magnífica villa de nueva construcción en Puerto Alcudia, Mallorca",Norte,Puerto Alcudia - Alcanada,3.195.000 EUR,3,4
W-02YLRK,,"2,06 ㏊",Fantástico terreno rústico con vistas a la Tramuntana,Central,Moscari,450.000 EUR,,
W-02ZB2M,164 ㎡,300 ㎡,Pareado de nueva construcción con piscina en Puig de Ros,Sur,Puig de Ros,1.065.000 EUR,4,3
W-02ZB2S,164 ㎡,300 ㎡,Pareado de nueva construcción con piscina en Puig de Ros,Sur,Puig de Ros,1.085.000 EUR,4,3
W-02ZB2C,164 ㎡,300 ㎡,Pareado de nueva construcción con piscina en Puig de Ros,Sur,Puig de Ros,1.065.000 EUR,4,3
W-02Z2B3,164 ㎡,300 ㎡,Pareado de nueva construcción con piscina en Puig de Ros,Sur,Puig de Ros,1.040.000 EUR,4,3
W-02ZB2H,164 ㎡,300 ㎡,Pareado de nueva construcción con piscina en Puig de Ros,Sur,Puig de Ros,1.045.000 EUR,4,3
W-02ZB27,164 ㎡,300 ㎡,Pareado de nueva construcción con piscina en Puig de Ros,Sur,Puig de Ros,1.045.000 EUR,4,3
W-02NN7M,671 ㎡,1.092 ㎡,Villa moderna con fantástica vista al mar,Noreste,Canyamel,3.995.000 EUR,4,5
W-02ZA72,,1.538 ㎡,Parcela para la construcción de una villa con piscina y vistas al mar,Noreste,Costa de Los Pinos,850.000 EUR,,
W-02V3HO,185 ㎡,,Un ático dúplex único con espectaculares terrazas y vistas a la catedral,Palma,Palma Catedral - Casco Antiguo,3.250.000 EUR,3,3
W-02X9Q1,234 ㎡,350 ㎡,Fabulosa casa familiar de alta calidad cerca de la playa en Can Picafort,Norte,Can Picafort,1.200.000 EUR,3,3
W-02X9Q0,231 ㎡,217 ㎡,Fabulosa casa familiar de alta calidad cerca de la playa en Can Picafort,Norte,Can Picafort,1.150.000 EUR,3,3
W-02X9PQ,234 ㎡,350 ㎡,Fabulosa casa familiar de alta calidad cerca de la playa en Can Picafort,Norte,Can Picafort,1.200.000 EUR,3,3
W-02Z8UN,276 ㎡,1.000 ㎡,Villa moderna con vistas al mar en Port Andratx,Suroeste,Port Andratx,4.750.000 EUR,4,4
W-02Z2C9,187 ㎡,6.566 ㎡,Excelente casa de campo con impresionantes vistas,Norte,Campanet,2.150.000 EUR,3,3
W-02Y9MU,,1.672 ㎡,Solar proyecto y licencia de obra,Suroeste,Port Andratx,3.250.000 EUR,,
W-02YJV8,,"20,78 ㏊",Gran terreno en Ariany,Central,Ariany,990.000 EUR,,
W-02XEA4,378 ㎡,,Ático único con impresionantes vistas panorámicas,Palma,El Terreno,6.500.000 EUR,4,3
W-02MPHW,285 ㎡,"2,11 ㏊",Finca espectacular rodeada de naturaleza en Llucmajor,Sur,Llucmajor,3.900.000 EUR,4,4
W-02YCFO,690 ㎡,1.045 ㎡,Moderna villa de estilo Mediterráneo con vistas al mar,Suroeste,Costa d'en Blanes,8.500.000 EUR,4,4
W-02XLTI,227 ㎡,220 ㎡,Una propiedad única en una ubicación central pero privada en el corazón de Deia,Oeste,Deià,2.100.000 EUR,3,3
W-02Z1PB,197 ㎡,440 ㎡,Encantadora casa en las afueras de Sóller con hermoso jardín.,Oeste,Sóller,1.045.000 EUR,5,2
W-02XWXP,362 ㎡,843 ㎡,Finca de diseño en el corazón de Es Capdella,Suroeste,Capdella,2.950.000 EUR,4,4
W-02YZPS,601 ㎡,890 ㎡,Una Mansión moderna con historia y lujo en el Terreno,Palma,El Terreno,10.000.000 EUR,5,5
W-02Z5KR,140 ㎡,,Can Julià: Nuevo apartamento urbano cerca de la playa,Palma,San Agustin,1.350.000 EUR,3,2
W-02MCOE,224 ㎡,1.440 ㎡,Elegante villa con fantásticas vistas al mar,Suroeste,Santa Ponsa,3.800.000 EUR,4,4
W-02Q1G9,282 ㎡,193 ㎡,Preciosa casa de pueblo reformada con piscina en Selva,Central,Selva,845.000 EUR,4,3
W-00BTBA,482 ㎡,700 ㎡,Preciosa propiedad familiar en magnífica ubicación,Palma,La Bonanova,3.500.000 EUR,5,6
W-02XA3I,290 ㎡,420 ㎡,Villa de nueva construcción junto al mar en la hermosa Alcanada,Norte,Puerto Alcudia,2.850.000 EUR,4,4
W-02Z1D1,230 ㎡,113 ㎡,Finca mallorquina de siete habitaciones en el encantador pueblo de Sóller,Oeste,Sóller,875.000 EUR,7,3
W-02PWRL,930 ㎡,,Singular villa de lujo frente al mar,Palma,Portixol & Molinar,14.900.000 EUR,6,10
W-02Z32U,192 ㎡,1.430 ㎡,Idílica casa mediterránea con piscina,Suroeste,Port Andratx,4.450.000 EUR,3,3
W-00FCUC,464 ㎡,"2,07 ㏊",Proyecto de casa de campo en Llubí con vistas espectaculares,Central,Llubí,895.000 EUR,4,3
W-02Z1FY,220 ㎡,127 ㎡,Encantadora Casa de Pueblo con Jardín en el Corazón de Sóller,Oeste,Sóller,800.000 EUR,3,3
W-02WO97,301 ㎡,"9,23 ㏊",Casa de campo con establos y vistas al mar,Noreste,Son Servera,2.655.000 EUR,6,3
W-02Z2R4,190 ㎡,,Piso de lujo ultramoderno en planta baja con acceso directo a la piscina comunitaria,Noreste,Porto Cristo,799.000 EUR,3,3
W-02U9XE,,"2,8 ㏊",Finca rústica con proyecto y vista panorámica,Noreste,Manacor,890.000 EUR,,
W-02YK3G,304 ㎡,"3,15 ㏊","Exclusiva finca de obra nueva con vistas a la bahía de Alcudia, Mallorca",Norte,Alcudia,7.500.000 EUR,5,7
W-02YR5D,85 ㎡,,Encantador apartamento en el casco antiguo con balcón y ascensor,Palma,Palma Catedral - Casco Antiguo,525.000 EUR,2,1
W-02YOAO,129 ㎡,,"Ático renovado con terraza en la azotea, ascensor y impresionantes vistas panorámicas",Palma,Palma Catedral - Casco Antiguo,2.210.000 EUR,3,2
W-02YZSB,197 ㎡,,Moderna casa de nueva construcción con terrazas y piscina privada,Palma,Son Espanyolet,1.500.000 EUR,3,3
W-02YSF4,150 ㎡,,Casa de Obra Nueva con Acabados de Alta Calidad y Piscina Privada en Palma,Palma,Son Espanyolet,1.500.000 EUR,3,3
W-02YNFJ,476 ㎡,"2,06 ㏊",Finca mediterránea de ensueño con impresionantes vistas y máximo confort,Sureste,Felanitx,4.900.000 EUR,5,5
W-02YFTI,186 ㎡,,Residencia elegante con terraza y aparcamiento en un palacio renovado,Palma,Palma Catedral - Casco Antiguo,3.190.000 EUR,2,2
W-02YZZ8,784 ㎡,1.828 ㎡,Majestuosa propiedad histórica para restaurar en Binissalem,Central,Binissalem,1.500.000 EUR,4,1
W-02JK8F,431 ㎡,"1,71 ㏊",Auténtica casa de campo con piscina y ETV,Sur,Llucmajor,2.590.000 EUR,5,5
W-02QAAB,224 ㎡,274 ㎡,"Moderno proyecto en Campanet, con piscina y espectaculares vistas",Norte,Campanet,540.000 EUR,4,4
W-02YXZT,973 ㎡,"40,31 ㏊",Extensa parcela rústica con varias edificaciones y proyecto de ampliación,Noreste,Manacor,1.750.000 EUR,3,4
W-02UTOR,280 ㎡,1.747 ㎡,Villa mediterránea de lujo en Cala Deià,Oeste,Deià,3.590.000 EUR,3,3
W-02YYI1,82 ㎡,,"Nuevo piso con terraza, vistas al mar, parking y piscina comunitaria",Palma,Portixol & Molinar,895.000 EUR,2,2
W-02YTPQ,,600 ㎡,"Magnífico solar con vistas al mar, licencia de obra y proyecto en la exclusiva zona de Alcanada, en Puerto de Alcudia",Norte,Puerto Alcudia - Alcanada,1.195.000 EUR,,
W-02N0CV,129 ㎡,,Luminoso aticó dúplex con terrazas,Palma,Palma Catedral - Casco Antiguo,2.000.000 EUR,2,2
W-02XTVE,424 ㎡,10.654 ㎡,Finca con ETV en Santa Maria,Central,Santa María,2.500.000 EUR,5,3
W-02YLID,199 ㎡,,Prestigio y diseño en perfecta armonía – lujosa vivienda con terraza en una ubicación exclusiva,Palma,Palma Catedral - Casco Antiguo,3.150.000 EUR,3,3
W-02M3LP,459 ㎡,3.732 ㎡,Molino con historia y potencial en Santa María,Central,Santa María,1.600.000 EUR,,
W-02XA4N,141 ㎡,,Ático con vistas 360° sobre el mar y el puerto,Suroeste,Port Andratx,3.250.000 EUR,2,2
W-02SG9A,380 ㎡,986 ㎡,Moderno chalet de nueva construcción con espectaculares vistas en Alaró,Central,Alaró,2.200.000 EUR,3,3
W-02MEZW,455 ㎡,"1,78 ㏊",Finca nueva exclusiva en idílica ubicación cerca de Cala Llombards,Sureste,Cala Llombards,6.200.000 EUR,4,5
W-02XPSR,,"4,45 ㏊","Solar en un entorno exclusivo e impresionante, Pollensa",Norte,Pollensa,1.500.000 EUR,,
W-02YW3L,628 ㎡,1.054 ㎡,"Villa moderna de lujo «Casa Calma» con espectaculares vistas al mar, obra del famoso estudio de arquitectura SAOTA",Suroeste,Port Andratx,13.900.000 EUR,5,5
W-00ALAV,439 ㎡,428 ㎡,Exclusiva casa de pueblo con ascensor en Santanyi,Sureste,Santanyí,4.300.000 EUR,4,7
W-02YSU1,186 ㎡,,Exclusivo piso con terraza y vistas panorámicas en Son Dameto,Palma,Son Dameto,1.050.000 EUR,5,3
W-02VVSV,441 ㎡,"3,59 ㏊",Retiro elegante en el campo con acabados de lujo,Central,Bunyola,9.000.000 EUR,4,6
W-02VVSW,732 ㎡,"3,55 ㏊",Casa de campo lujosa con amplios espacios al aire libre,Central,Bunyola,8.000.000 EUR,4,6
W-02VVSS,890 ㎡,"5,71 ㏊",Casa de campo moderna: un nuevo estándar de vida de lujo,Central,Bunyola,11.000.000 EUR,4,5
W-02E2YU,640 ㎡,"1,51 ㏊",Finca de piedra natural de última generación con viñedo,Central,Santa María,8.250.000 EUR,5,8
W-02QWHU,141 ㎡,,Apartamento con carácter en el Paseo del Borne,Palma,Palma Catedral - Casco Antiguo,1.395.000 EUR,4,3
W-02X5TJ,,"2,49 ㏊",Excepcional terreno cerca de la bahía de Puerto Pollensa,Norte,Pollensa,1.165.000 EUR,,
W-02YJEV,,882 ㎡,Solar con vistas al mar y licencia de obra concedida,Suroeste,Port Andratx,2.495.000 EUR,,
W-02YI94,303 ㎡,657 ㎡,Villa familiar con vistas al mar en zona residencial,Palma,La Bonanova,2.400.000 EUR,4,3
W-021L15,650 ㎡,400 ㎡,Magnífica villa de pueblo con casa de invitados,Central,Mancor del Valle,849.000 EUR,6,5
W-02SSN0,1.375 ㎡,,Palacio único en Calatrava,Palma,Palma Catedral - Casco Antiguo,19.500.000 EUR,5,5
W-02Y4AI,168 ㎡,"1,45 ㏊",Exclusiva finca de nueva construcción en Campos con vistas magníficas y tranquilidad.,Sureste,Campos,1.995.000 EUR,2,2
W-02YJ7H,132 ㎡,,"Luminoso piso con terraza, vistas al puerto y gran potencial",Palma,Palma City Centre,960.000 EUR,4,3
W-029YS4,872 ㎡,"6,84 ㏊",Un refugio contemporáneo entre viñedos: fusión entre modernidad y serenidad,Central,Santa María,7.900.000 EUR,6,6
W-02X0UP,493 ㎡,1.573 ㎡,Moderna casa familiar cerca del puerto,Suroeste,Port Andratx,6.900.000 EUR,5,5
W-02YP0J,177 ㎡,64 ㎡,Reformada casa de pueblo von licencia ETV,Noreste,Artá,650.000 EUR,3,2
W-02QO4C,271 ㎡,5.808 ㎡,Casa de pueblo independiente a reformar en Establiments,Son Vida & Palma Alrededores,Establiments,1.100.000 EUR,2,2
W-02Y9RW,360 ㎡,"1,7 ㏊",Finca rustica con piscina y vistas en Alcudia,Norte,Alcudia,1.290.000 EUR,4,2
W-02VNWE,480 ㎡,,"Palacete antiguo de lujo recién renovado con terrazas, piscina, parking y ascensor",Palma,Palma Catedral - Casco Antiguo,9.800.000 EUR,5,5
W-02Y70W,645 ㎡,2.948 ㎡,Impresionante villa de piedra con vistas panorámicas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,6.500.000 EUR,6,6
W-02YGRC,,1.350 ㎡,Exclusivo solar edificable con vistas al mar en Port Andratx,Suroeste,Port Andratx,2.850.000 EUR,,
W-02YHH7,468 ㎡,,Oportunidad exclusiva: Elegante loft para renovar,Palma,Palma Catedral - Casco Antiguo,1.675.000 EUR,,
W-02XUCO,433 ㎡,998 ㎡,"Excepcional vivienda ultramoderna de 4 dormitorios, a pocos pasos de una impresionante playa de arena",Norte,Alcudia,3.500.000 EUR,4,4
W-02XIT1,88 ㎡,,Villa completamente reformada con vistas al puerto de Port Andratx,Suroeste,Port Andratx,1.350.000 EUR,2,2
W-02W5Q5,208 ㎡,,Excepcional ático con terrazas en una histórica casa señorial reformada,Palma,Palma Catedral - Casco Antiguo,2.640.000 EUR,3,3
W-02YLPC,155 ㎡,7.143 ㎡,Acogedora casa de campo a pocos kilómetros de la playa,Noreste,Artá,690.000 EUR,3,2
W-02UHIB,,1.486 ㎡,Parcela edificable con vistas al mar con licencia y proyecto de ejecución,Suroeste,Paguera,1.800.000 EUR,,
W-02UHHT,,3.760 ㎡,Amplia parcela edificable con vistas al mar con licencia y proyecto de ejecución,Suroeste,Paguera,6.900.000 EUR,,
W-02UHHZ,,1.682 ㎡,Parcela edificable con vistas al mar con licencia y proyecto de ejecución,Suroeste,Paguera,2.100.000 EUR,,
W-02UHI4,,1.510 ㎡,Parcela edificable con vistas al mar con licencia y proyecto de ejecución,Suroeste,Paguera,2.100.000 EUR,,
W-02Y7HN,575 ㎡,661 ㎡,Encantadora casa de pueblo del siglo XIX para renovar,Oeste,Sóller,1.500.000 EUR,6,2
W-02YCTF,174 ㎡,256 ㎡,Encantadora Casa de Pueblo con Piscina en el Corazón de Felanitx,Sureste,Felanitx,990.000 EUR,3,2
W-027WDZ,664 ㎡,3.518 ㎡,Chalet rustico con vistas al mar,Central,Sa Coma - Bunyola,2.300.000 EUR,4,4
W-02YDX9,104 ㎡,,Fantástico apartamento de dos dormitorios en una ubicación exclusiva,Suroeste,Cas Catalá,735.000 EUR,2,2
W-02YGTG,140 ㎡,"3,55 ㏊",Idílica casa de piedra con vistas al mar a los pies del Mont Ferrutx,Noreste,Colonia de St. Pere,1.600.000 EUR,2,2
W-02VZZ3,121 ㎡,,Moderno apartamento con vistas al mar en excelente ubicación y cerca de la playa,Suroeste,Cas Catalá,1.650.000 EUR,3,2
W-02XKMJ,96 ㎡,,Céntrico ático reformado en el puerto con vistas panorámicas,Suroeste,Port Andratx,1.690.000 EUR,4,3
W-02WDYI,400 ㎡,1.085 ㎡,Exclusiva ubicación cerca de la playa,Suroeste,Bendinat,7.500.000 EUR,6,6
W-02UVAD,478 ㎡,3 ㏊,Exclusiva finca de lujo en Sineu con extensión: elegancia mediterránea,Central,Sineu,2.975.000 EUR,4,5
W-02Y8IX,313 ㎡,"2,83 ㏊",Auténtica casa de campo para reformar,Central,Pina,540.000 EUR,3,1
W-02Y8IQ,,"1,4 ㏊",Bonito solar rústico en Pina,Central,Algaida,175.000 EUR,,
W-02Y5JL,500 ㎡,11.888 ㎡,Exclusiva finca de nueva construcción cerca de Pula Golf en Son Servera,Noreste,Son Servera,3.100.000 EUR,6,3
W-02XJU4,499 ㎡,5.043 ㎡,Encantadora casa adosada estilo finca con ETV,Central,Algaida,1.950.000 EUR,4,2
W-02Y9HM,340 ㎡,2.000 ㎡,Casa con encanto en Son Toni: espacio y comodidad en un entorno único,Norte,Sa Pobla,1.150.000 EUR,6,4
W-02X3H6,367 ㎡,803 ㎡,Lujosa villa con vistas panorámicas al mar en ubicación exclusiva,Suroeste,Costa d'en Blanes,7.450.000 EUR,5,6
W-02Y652,656 ㎡,"4,46 ㏊",Finca entre Santanyí y Campos con licencia de alquiler,Sureste,Campos,2.990.000 EUR,7,6
W-02YB0I,161 ㎡,,Encantadora casa adosada de estilo mallorquín moderno en Sóller,Oeste,Sóller,1.385.000 EUR,3,3
W-02YB3S,,1.946 ㎡,Terreno urbano con vistas en Llucmajor,Sur,Llucmajor,395.000 EUR,,
W-02YCVJ,143 ㎡,198 ㎡,Proyecto innovador para una fabulosa casa de bajo impacto en Muro,Norte,Muro,590.000 EUR,3,2
W-02XWWX,180 ㎡,107 ㎡,Coqueta casa de pueblo en Deiá,Oeste,Deià,850.000 EUR,3,2
W-02XSMF,203 ㎡,822 ㎡,Villa mediterránea con casa de invitados,Suroeste,Santa Ponsa,1.690.000 EUR,3,3
W-02WGKE,152 ㎡,,Ático de lujo con impresionantes vistas al puerto,Suroeste,Port Andratx,3.880.000 EUR,3,3
W-02XZZO,460 ㎡,"12,41 ㏊",Santuario mediterráneo de elegancia,Sur,Llucmajor,6.350.000 EUR,5,5
W-02PFCV,355 ㎡,913 ㎡,Encantadora casa adosada con vistas al mar,Sur,Puig de Ros,1.390.000 EUR,3,3
W-00YTMB,335 ㎡,619 ㎡,Casa de pueblo con gran jardín en Llucmajor,Sur,Llucmajor,895.000 EUR,4,2
W-02Y1C4,582 ㎡,306 ㎡,Casa de pueblo para reformar en el corazón de Llucmajor,Sur,Llucmajor,590.000 EUR,6,1
W-02OHG8,221 ㎡,162 ㎡,Casa de pueblo energéticamente eficiente con piscina en el casco antiguo de Santa María,Central,Santa María,1.200.000 EUR,4,2
W-02YA8C,330 ㎡,1.100 ㎡,Villa espaciosa en zona residencial privilegiada,Suroeste,Santa Ponsa,2.750.000 EUR,5,5
W-02WYX4,159 ㎡,86 ㎡,Encantadora casa de pueblo reformada en Llucmajor,Sur,Llucmajor,420.000 EUR,3,2
W-02Y2GE,365 ㎡,321 ㎡,Impresionante casa de pueblo en Sóller totalmente reformada con estilo y calidades,Oeste,Sóller,2.995.000 EUR,6,6
W-02WX08,,2.204 ㎡,Magnífico solar en primera línea del Golf Son Vida con licencia de obras,Son Vida & Palma Alrededores,Son Vida,3.200.000 EUR,,
W-02GNMK,591 ㎡,"1,88 ㏊",Espaciosa casa con vistas panorámicas al mar,Sureste,Son Macia,2.950.000 EUR,5,4
W-02Y3KN,600 ㎡,4.000 ㎡,"Casa Antigua para Reformar con Proyecto, Listo para Construir",Oeste,Sóller,3.255.000 EUR,5,5
W-02N6UQ,876 ㎡,"1,4 ㏊",Fantástica propiedad cerca de Petra,Central,Petra,2.900.000 EUR,11,11
W-02RXZE,235 ㎡,3.425 ㎡,Villa de ensueño en ubicación tranquila con un amplio terreno,Norte,Sa Pobla,1.425.000 EUR,5,2
W-02B42I,428 ㎡,2.700 ㎡,Villa mediterránea con pista de tenis para reformar,Sur,Cala Blava,1.950.000 EUR,5,4
W-02Y6O9,,1.463 ㎡,Parcela a poca distancia del puerto Proyecto de construcción,Suroeste,Port Andratx,3.950.000 EUR,,
W-02Y2P6,72 ㎡,,Apartamento con vistas al mar en Port Sóller,Oeste,Puerto de Sóller,595.000 EUR,2,2
W-02Y1SJ,200 ㎡,285 ㎡,Casa urbana con vistas y piscinas,Palma,El Terreno,2.950.000 EUR,5,3
W-02Y64B,480 ㎡,300 ㎡,Casa de pueblo de obra nueva y ascensor en Santanyí,Sureste,Santanyí,4.800.000 EUR,5,5
W-02Y6KV,180 ㎡,123 ㎡,"Casa de pueblo única con patio, piscina y fantásticas vistas en Artá",Noreste,Artá,1.250.000 EUR,3,4
W-02Y63S,469 ㎡,300 ㎡,Casa de obra nueva con ascensor en Santanyí,Sureste,Santanyí,4.500.000 EUR,6,6
W-02Y2DP,,"2,15 ㏊",Magnífica parcela situada en un entorno tranquilo y natural,Norte,Santa Margalida,330.000 EUR,,
W-009XX5,253 ㎡,307 ㎡,Moderno Chalet de Nueva Construcción con Encanto Mediterráneo,Sureste,Ses Salines,2.350.000 EUR,3,3
