habitaciones,banos,zona,localizacion,precio,superficie_construida_m2,superficie_parcela_m2
4,3,Central,Algaida,2950000.0,476.0,19500.0
16,13,Sur,Llucmajor,11890000.0,1780.0,1420000.0
6,0,Central,Llubí,647000.0,523.0,84700.0
0,0,Suroeste,Camp de Mar,12950000.0,0.0,1864.0
2,2,Palma,Son Armadams,785000.0,74.0,0.0
7,6,Son Vida & Palma Alrededores,Son Vida,39500000.0,1958.0,4255.0
3,3,Suroeste,Andratx,3800000.0,348.0,868.0
3,2,Palma,Palma City Centre,1200000.0,99.0,0.0
8,7,Sureste,Cala d'Or,3900000.0,515.0,1659.0
5,2,Central,Inca,2950000.0,2654.0,449600.0
20,14,Central,Lloret de Vista Alegre,2350000.0,1010.0,33100.0
2,2,Palma,Portixol & Molinar,2550000.0,104.0,0.0
3,3,Palma,Portixol & Molinar,3360000.0,156.0,0.0
4,4,Central,Costitx,610000.0,323.0,28100.0
0,0,Norte,Puerto Alcudia,1600000.0,0.0,35800.0
3,2,Norte,Pollensa,720000.0,162.0,684.0
7,7,Central,Inca,5900000.0,1206.0,89500.0
8,4,Oeste,Fornalutx,2700000.0,1562.0,938.0
0,0,Norte,Alcudia,900000.0,0.0,35900.0
7,6,Son Vida & Palma Alrededores,Establiments,7900000.0,1200.0,180000.0
3,3,Norte,Can Picafort,1500000.0,152.0,0.0
2,2,Norte,Can Picafort,800000.0,91.0,0.0
4,3,Son Vida & Palma Alrededores,Establiments,2600000.0,468.0,16500.0
4,3,Sur,Puig de Ros,920000.0,142.0,339.0
9,11,Norte,Pollensa,9950000.0,820.0,408200.0
8,2,Norte,Escorca,5400000.0,736.0,361600.0
2,3,Palma,Portixol & Molinar,2430000.0,133.0,0.0
4,4,Son Vida & Palma Alrededores,Son Vida,3970000.0,480.0,2000.0
11,6,Noreste,Manacor,6800000.0,3215.0,300000.0
4,3,Central,Puntiró,2250000.0,860.0,7286.0
0,0,Central,Costitx,297000.0,74.0,42500.0
0,0,Central,Costitx,297000.0,0.0,42500.0
4,4,Noreste,Canyamel,,463.0,1000.0
4,4,Noreste,Canyamel,,547.0,1200.0
4,4,Noreste,Canyamel,,426.0,701.0
8,8,Noreste,Artá,3400000.0,936.0,1042.0
4,4,Noreste,Costa de Los Pinos,3250000.0,634.0,3018.0
4,2,Central,Costitx,850000.0,222.0,15300.0
6,6,Suroeste,Port Andratx,12800000.0,691.0,1038.0
7,6,Oeste,Estellencs,3500000.0,550.0,0.0
4,6,Oeste,Deià,3500000.0,534.0,700.0
7,7,Suroeste,Port Andratx,7400000.0,675.0,2375.0
10,3,Central,Binissalem,4600000.0,600.0,399700.0
4,4,Noreste,Artá,4600000.0,616.0,140000.0
0,0,Suroeste,Port Andratx,1550000.0,0.0,1073.0
8,5,Norte,Pollensa,,2459.0,1225000.0
0,0,Norte,Pollensa,495000.0,0.0,14600.0
5,8,Norte,Muro,4200000.0,800.0,26700.0
0,0,Sur,Llucmajor,5400000.0,2329.0,1133600.0
0,0,Sur,Llucmajor,450000.0,0.0,50000.0
8,2,Sur,Llucmajor,3800000.0,535.0,82400.0
4,2,Sur,Llucmajor,1250000.0,1118.0,212800.0
6,4,Oeste,Deià,1250000.0,346.0,215.0
0,0,Oeste,Deià,1300000.0,0.0,989.0
0,0,Suroeste,Paguera,15000000.0,3964.0,1241600.0
0,0,Central,Petra,250000.0,0.0,21000.0
5,5,Central,Moscari,2900000.0,456.0,16000.0
0,0,Central,Inca,380000.0,0.0,2000.0
3,2,Noreste,Cala Ratjada,4100000.0,343.0,908.0
5,6,Sureste,Cala d'Or,3400000.0,600.0,1200.0
5,5,Sureste,Portopetro,3150000.0,550.0,28400.0
7,2,Norte,Escorca,9000000.0,494.0,2252100.0
0,0,Noreste,Artá,7800000.0,900.0,5430200.0
3,2,Sur,Bahía Grande / Bahía Azul,1390000.0,341.0,655.0
0,0,Norte,Pollensa,2000000.0,0.0,28900.0
9,9,Sur,Llucmajor,4500000.0,1332.0,375500.0
0,0,Noreste,San Lorenzo,2950000.0,1405.0,212000.0
0,0,Noreste,Betlem,195000.0,0.0,835.0
0,0,Norte,Búger,350000.0,0.0,14100.0
4,4,Noreste,Canyamel,3140000.0,460.0,1830.0
4,4,Noreste,Canyamel,2765000.0,330.0,1800.0
0,0,Noreste,Canyamel,210000.0,0.0,726.0
0,0,Noreste,Canyamel,199000.0,0.0,686.0
10,9,Norte,Pollensa,3500000.0,600.0,76000.0
0,0,Noreste,Canyamel,275000.0,0.0,1667.0
10,10,Son Vida & Palma Alrededores,Son Vida,8500000.0,1430.0,5587.0
10,9,Noreste,San Lorenzo,,3000.0,700000.0
6,5,Son Vida & Palma Alrededores,Son Vida,4800000.0,470.0,4300.0
0,0,Noreste,Cala Ratjada,500000.0,0.0,1097.0
4,4,Suroeste,Port Adriano,9850000.0,615.0,900.0
4,4,Suroeste,Calvià,7250000.0,398.0,33200.0
